form,class,deixis,tam
ɲ-á-ɲɛ̀làc-í,ɲ,ventive,imperfective
ɲ-á-ɲɛ́làc-à,ɲ,itive,imperfective
nə̀-ɲɛ̀làc-à,n,ventive,dependent
nə̀-ɲɛ̀làc-ì,n,itive,dependent
nə̀-ɲɛ̀làc-í,n,ventive,perfective
n-à-ɲɛ́làc-ì,n,itive,perfective
n-á-ɲɛ̀làc-í,n,ventive,imperfective
n-á-ɲɛ́làc-à,n,itive,imperfective
jə̀-ɲɛ̀làc-à,j,ventive,dependent
jə̀-ɲɛ̀làc-ì,j,itive,dependent
jə̀-ɲɛ̀làc-í,j,ventive,perfective
j-à-ɲɛ́làc-ì,j,itive,perfective
j-á-ɲɛ̀làc-í,j,ventive,imperfective
j-á-ɲɛ́làc-à,j,itive,imperfective
ðə̀-ɲɛ̀làc-à,ð,ventive,dependent
ðə̀-ɲɛ̀làc-ì,ð,itive,dependent
ðə̀-ɲɛ̀làc-í,ð,ventive,perfective
ðə́-ɲɛ́lác-á,ð,unmarked,infinitive
ð-à-ɲɛ́làc-ì,ð,itive,perfective
ð-á-ɲɛ̀làc-í,ð,ventive,imperfective
ð-á-ɲɛ́làc-à,ð,itive,imperfective
kə̀-ɲɛ̀làc-à,g,ventive,dependent
kə̀-ɲɛ̀làc-ì,g,itive,dependent
kə̀-ɲɛ̀làc-í,g,ventive,perfective
k-à-ɲɛ́làc-ì,g,itive,perfective
k-á-ɲɛ̀làc-í,g,ventive,imperfective
k-á-ɲɛ́làc-à,g,itive,imperfective
t̪ə̀-ɲɛ̀làc-à,t̪,ventive,dependent
t̪ə̀-ɲɛ̀làc-ì,t̪,itive,dependent
t̪ə̀-ɲɛ̀làc-í,t̪,ventive,perfective
t̪-à-ɲɛ́làc-ì,t̪,itive,perfective
t̪-á-ɲɛ̀làc-í,t̪,ventive,imperfective
t̪-á-ɲɛ́làc-à,t̪,itive,imperfective
ɾac,unmarked,unmarked,unmarked
ɾàc-á,unmarked,ventive,imperative
ɾác-í,unmarked,itive,imperative
rə̀-ɾàc-à,r,ventive,dependent
rə̀-ɾàc-ì,r,itive,dependent
rə̀-ɾàc-í,r,ventive,perfective
r-à-ɾác-ì,r,itive,perfective
r-á-ɾàc-í,r,ventive,imperfective
r-á-ɾác-à,r,itive,imperfective
lə̀-ɾàc-à,l,ventive,dependent
lə̀-ɾàc-ì,l,itive,dependent
lə̀-ɾàc-í,l,ventive,perfective
l-à-ɾác-ì,l,itive,perfective
l-á-ɾàc-í,l,ventive,imperfective
l-á-ɾác-à,l,itive,imperfective
ŋə̀-ɾàc-à,ŋ,ventive,dependent
ŋə̀-ɾàc-ì,ŋ,itive,dependent
ŋə̀-ɾàc-í,ŋ,ventive,perfective
ŋ-à-ɾác-ì,ŋ,itive,perfective
ŋ-á-ɾàc-í,ŋ,ventive,imperfective
ŋ-á-ɾác-à,ŋ,itive,imperfective
ɲə̀-ɾàc-à,ɲ,ventive,dependent
ɲə̀-ɾàc-ì,ɲ,itive,dependent
ɲə̀-ɾàc-í,ɲ,ventive,perfective
ɲ-à-ɾác-ì,ɲ,itive,perfective
ɲ-á-ɾàc-í,ɲ,ventive,imperfective
ɲ-á-ɾác-à,ɲ,itive,imperfective
nə̀-ɾàc-à,n,ventive,dependent
nə̀-ɾàc-ì,n,itive,dependent
nə̀-ɾàc-í,n,ventive,perfective
n-à-ɾác-ì,n,itive,perfective
n-á-ɾàc-í,n,ventive,imperfective
n-á-ɾác-à,n,itive,imperfective
jə̀-ɾàc-à,j,ventive,dependent
jə̀-ɾàc-ì,j,itive,dependent
jə̀-ɾàc-í,j,ventive,perfective
j-à-ɾác-ì,j,itive,perfective
j-á-ɾàc-í,j,ventive,imperfective
j-á-ɾác-à,j,itive,imperfective
ðə̀-ɾàc-à,ð,ventive,dependent
ðə̀-ɾàc-ì,ð,itive,dependent
ðə̀-ɾàc-í,ð,ventive,perfective
ðə́-ɾác-á,ð,unmarked,infinitive
ð-à-ɾác-ì,ð,itive,perfective
ð-á-ɾàc-í,ð,ventive,imperfective
ð-á-ɾác-à,ð,itive,imperfective
kə̀-ɾàc-à,g,ventive,dependent
kə̀-ɾàc-ì,g,itive,dependent
kə̀-ɾàc-í,g,ventive,perfective
k-à-ɾác-ì,g,itive,perfective
k-á-ɾàc-í,g,ventive,imperfective
k-á-ɾác-à,g,itive,imperfective
t̪ə̀-ɾàc-à,t̪,ventive,dependent
t̪ə̀-ɾàc-ì,t̪,itive,dependent
t̪ə̀-ɾàc-í,t̪,ventive,perfective
t̪-à-ɾác-ì,t̪,itive,perfective
t̪-á-ɾàc-í,t̪,ventive,imperfective
t̪-á-ɾác-à,t̪,itive,imperfective
ib,unmarked,unmarked,unmarked
ìb-ɔ́,unmarked,ventive,imperative
íb-í,unmarked,itive,imperative
r-ìb-ɔ̀,r,ventive,dependent
r-ìb-ì,r,itive,dependent
r-ìb-í,r,ventive,perfective
r-à-íb-ì,r,itive,perfective
r-á-ìb-í,r,ventive,imperfective
r-á-íb-ɔ̀,r,itive,imperfective
l-ìb-ɔ̀,l,ventive,dependent
l-ìb-ì,l,itive,dependent
l-ìb-í,l,ventive,perfective
l-à-íb-ì,l,itive,perfective
l-á-ìb-í,l,ventive,imperfective
l-á-íb-ɔ̀,l,itive,imperfective
ŋ-ìb-ɔ̀,ŋ,ventive,dependent
ŋ-ìb-ì,ŋ,itive,dependent
ŋ-ìb-í,ŋ,ventive,perfective
ŋ-à-íb-ì,ŋ,itive,perfective
ŋ-á-ìb-í,ŋ,ventive,imperfective
ŋ-á-íb-ɔ̀,ŋ,itive,imperfective
ɲ-ìb-ɔ̀,ɲ,ventive,dependent
ɲ-ìb-ì,ɲ,itive,dependent
ɲ-ìb-í,ɲ,ventive,perfective
ɲ-à-íb-ì,ɲ,itive,perfective
ɲ-á-ìb-í,ɲ,ventive,imperfective
ɲ-á-íb-ɔ̀,ɲ,itive,imperfective
n-ìb-ɔ̀,n,ventive,dependent
n-ìb-ì,n,itive,dependent
n-ìb-í,n,ventive,perfective
n-à-íb-ì,n,itive,perfective
n-á-ìb-í,n,ventive,imperfective
n-á-íb-ɔ̀,n,itive,imperfective
j-ìb-ɔ̀,j,ventive,dependent
j-ìb-ì,j,itive,dependent
j-ìb-í,j,ventive,perfective
j-à-íb-ì,j,itive,perfective
j-á-ìb-í,j,ventive,imperfective
j-á-íb-ɔ̀,j,itive,imperfective
ð-ìb-ɔ̀,ð,ventive,dependent
ð-ìb-ì,ð,itive,dependent
ð-ìb-í,ð,ventive,perfective
ð-íb-ɔ́,ð,unmarked,infinitive
ð-à-íb-ì,ð,itive,perfective
ð-á-ìb-í,ð,ventive,imperfective
ð-á-íb-ɔ̀,ð,itive,imperfective
k-ìb-ɔ̀,g,ventive,dependent
k-ìb-ì,g,itive,dependent
k-ìb-í,g,ventive,perfective
k-à-íb-ì,g,itive,perfective
k-á-ìb-í,g,ventive,imperfective
k-á-íb-ɔ̀,g,itive,imperfective
t̪-ìb-ɔ̀,t̪,ventive,dependent
t̪-ìb-ì,t̪,itive,dependent
t̪-ìb-í,t̪,ventive,perfective
t̪-à-íb-ì,t̪,itive,perfective
t̪-á-ìb-í,t̪,ventive,imperfective
t̪-á-íb-ɔ̀,t̪,itive,imperfective
kɔ̀c-ɔ́,unmarked,ventive,imperative
kɛc,unmarked,unmarked,unmarked
kɛ́c-í,unmarked,itive,imperative
rə̀-kɔ̀c-ɔ̀,r,ventive,dependent
rə̀-kɛ̀c-ì,r,itive,dependent
rə̀-kɛ̀c-í,r,ventive,perfective
r-à-kɛ́c-ì,r,itive,perfective
r-á-kɔ́c-ɔ̀,r,itive,imperfective
r-á-kɛ̀c-í,r,ventive,imperfective
lə̀-kɔ̀c-ɔ̀,l,ventive,dependent
lə̀-kɛ̀c-ì,l,itive,dependent
lə̀-kɛ̀c-í,l,ventive,perfective
l-à-kɛ́c-ì,l,itive,perfective
l-á-kɔ́c-ɔ̀,l,itive,imperfective
l-á-kɛ̀c-í,l,ventive,imperfective
ŋə̀-kɔ̀c-ɔ̀,ŋ,ventive,dependent
ŋə̀-kɛ̀c-ì,ŋ,itive,dependent
ŋə̀-kɛ̀c-í,ŋ,ventive,perfective
ŋ-à-kɛ́c-ì,ŋ,itive,perfective
ŋ-á-kɔ́c-ɔ̀,ŋ,itive,imperfective
ŋ-á-kɛ̀c-í,ŋ,ventive,imperfective
ɲə̀-kɔ̀c-ɔ̀,ɲ,ventive,dependent
ɲə̀-kɛ̀c-ì,ɲ,itive,dependent
ɲə̀-kɛ̀c-í,ɲ,ventive,perfective
ɲ-à-kɛ́c-ì,ɲ,itive,perfective
ɲ-á-kɔ́c-ɔ̀,ɲ,itive,imperfective
ɲ-á-kɛ̀c-í,ɲ,ventive,imperfective
nə̀-kɔ̀c-ɔ̀,n,ventive,dependent
nə̀-kɛ̀c-ì,n,itive,dependent
nə̀-kɛ̀c-í,n,ventive,perfective
n-à-kɛ́c-ì,n,itive,perfective
n-á-kɔ́c-ɔ̀,n,itive,imperfective
n-á-kɛ̀c-í,n,ventive,imperfective
jə̀-kɔ̀c-ɔ̀,j,ventive,dependent
jə̀-kɛ̀c-ì,j,itive,dependent
jə̀-kɛ̀c-í,j,ventive,perfective
j-à-kɛ́c-ì,j,itive,perfective
j-á-kɔ́c-ɔ̀,j,itive,imperfective
j-á-kɛ̀c-í,j,ventive,imperfective
ðə̀-kɔ̀c-ɔ̀,ð,ventive,dependent
ðə̀-kɛ̀c-ì,ð,itive,dependent
ðə̀-kɛ̀c-í,ð,ventive,perfective
ðə́-kɔ́c-ɔ́,ð,unmarked,infinitive
ð-à-kɛ́c-ì,ð,itive,perfective
ð-á-kɔ́c-ɔ̀,ð,itive,imperfective
ð-á-kɛ̀c-í,ð,ventive,imperfective
kə̀-kɔ̀c-ɔ̀,g,ventive,dependent
kə̀-kɛ̀c-ì,g,itive,dependent
kə̀-kɛ̀c-í,g,ventive,perfective
k-à-kɛ́c-ì,g,itive,perfective
k-á-kɔ́c-ɔ̀,g,itive,imperfective
k-á-kɛ̀c-í,g,ventive,imperfective
t̪ə̀-kɔ̀c-ɔ̀,t̪,ventive,dependent
t̪ə̀-kɛ̀c-ì,t̪,itive,dependent
t̪ə̀-kɛ̀c-í,t̪,ventive,perfective
t̪-à-kɛ́c-ì,t̪,itive,perfective
t̪-á-kɔ́c-ɔ̀,t̪,itive,imperfective
t̪-á-kɛ̀c-í,t̪,ventive,imperfective
ɔŋɔŋɔnij,unmarked,unmarked,unmarked
ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ́,unmarked,ventive,imperative
ɔ́ŋɔ́ŋɔ́níj-í,unmarked,itive,imperative
r-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,r,ventive,dependent
r-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,r,itive,dependent
r-ɔ̀ŋɔ̀ŋɔ̀nìj-í,r,ventive,perfective
r-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,r,itive,perfective
r-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,r,ventive,imperfective
r-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,r,itive,imperfective
l-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,l,ventive,dependent
l-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,l,itive,dependent
l-ɔ̀ŋɔ̀ŋɔ̀nìj-í,l,ventive,perfective
l-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,l,itive,perfective
l-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,l,ventive,imperfective
l-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,l,itive,imperfective
ŋ-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,ŋ,ventive,dependent
ŋ-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,ŋ,itive,dependent
ŋ-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ŋ,ventive,perfective
ŋ-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,ŋ,itive,perfective
ŋ-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ŋ,ventive,imperfective
ŋ-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,ŋ,itive,imperfective
ɲ-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,ɲ,ventive,dependent
ɲ-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,ɲ,itive,dependent
ɲ-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ɲ,ventive,perfective
ɲ-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,ɲ,itive,perfective
ɲ-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ɲ,ventive,imperfective
ɲ-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,ɲ,itive,imperfective
n-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,n,ventive,dependent
n-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,n,itive,dependent
n-ɔ̀ŋɔ̀ŋɔ̀nìj-í,n,ventive,perfective
n-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,n,itive,perfective
n-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,n,ventive,imperfective
n-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,n,itive,imperfective
j-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,j,ventive,dependent
j-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,j,itive,dependent
j-ɔ̀ŋɔ̀ŋɔ̀nìj-í,j,ventive,perfective
j-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,j,itive,perfective
j-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,j,ventive,imperfective
j-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,j,itive,imperfective
ð-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,ð,ventive,dependent
ð-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,ð,itive,dependent
ð-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ð,ventive,perfective
ð-ɔ́ŋɔ́ŋɔ́níj-ɔ́,ð,unmarked,infinitive
ð-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,ð,itive,perfective
ð-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,ð,ventive,imperfective
ð-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,ð,itive,imperfective
k-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,g,ventive,dependent
k-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,g,itive,dependent
k-ɔ̀ŋɔ̀ŋɔ̀nìj-í,g,ventive,perfective
k-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,g,itive,perfective
k-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,g,ventive,imperfective
k-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,g,itive,imperfective
t̪-ɔ̀ŋɔ̀ŋɔ̀nìj-ɔ̀,t̪,ventive,dependent
t̪-ɔ̀ŋɔ̀ŋɔ̀nìj-ì,t̪,itive,dependent
t̪-ɔ̀ŋɔ̀ŋɔ̀nìj-í,t̪,ventive,perfective
t̪-à-ɔ́ŋɔ̀ŋɔ̀nìj-ì,t̪,itive,perfective
t̪-á-ɔ̀ŋɔ̀ŋɔ̀nìj-í,t̪,ventive,imperfective
t̪-á-ɔ́ŋɔ̀ŋɔ̀nìj-ɔ̀,t̪,itive,imperfective
rlɛɲ,unmarked,unmarked,unmarked
r̀lɔ̀ɲ-ɔ́,unmarked,ventive,imperative
ŕlɛ́ɲ-í,unmarked,itive,imperative
rə̀-r̀lɔ̀ɲ-ɔ̀,r,ventive,dependent
rə̀-r̀lɛ̀ɲ-ì,r,itive,dependent
rə̀-r̀lɛ̀ɲ-í,r,ventive,perfective
r-à-ŕlɛ̀ɲ-ì,r,itive,perfective
r-á-r̀lɛ̀ɲ-í,r,ventive,imperfective
r-á-ŕlɔ̀ɲ-ɔ̀,r,itive,imperfective
lə̀-r̀lɔ̀ɲ-ɔ̀,l,ventive,dependent
lə̀-r̀lɛ̀ɲ-ì,l,itive,dependent
lə̀-r̀lɛ̀ɲ-í,l,ventive,perfective
l-à-ŕlɛ̀ɲ-ì,l,itive,perfective
l-á-r̀lɛ̀ɲ-í,l,ventive,imperfective
l-á-ŕlɔ̀ɲ-ɔ̀,l,itive,imperfective
ŋə̀-r̀lɔ̀ɲ-ɔ̀,ŋ,ventive,dependent
ŋə̀-r̀lɛ̀ɲ-ì,ŋ,itive,dependent
ŋə̀-r̀lɛ̀ɲ-í,ŋ,ventive,perfective
ŋ-à-ŕlɛ̀ɲ-ì,ŋ,itive,perfective
ŋ-á-r̀lɛ̀ɲ-í,ŋ,ventive,imperfective
ŋ-á-ŕlɔ̀ɲ-ɔ̀,ŋ,itive,imperfective
ɲə̀-r̀lɔ̀ɲ-ɔ̀,ɲ,ventive,dependent
ɲə̀-r̀lɛ̀ɲ-ì,ɲ,itive,dependent
ɲə̀-r̀lɛ̀ɲ-í,ɲ,ventive,perfective
ɲ-à-ŕlɛ̀ɲ-ì,ɲ,itive,perfective
ɲ-á-r̀lɛ̀ɲ-í,ɲ,ventive,imperfective
ɲ-á-ŕlɔ̀ɲ-ɔ̀,ɲ,itive,imperfective
nə̀-r̀lɔ̀ɲ-ɔ̀,n,ventive,dependent
nə̀-r̀lɛ̀ɲ-ì,n,itive,dependent
nə̀-r̀lɛ̀ɲ-í,n,ventive,perfective
n-à-ŕlɛ̀ɲ-ì,n,itive,perfective
n-á-r̀lɛ̀ɲ-í,n,ventive,imperfective
n-á-ŕlɔ̀ɲ-ɔ̀,n,itive,imperfective
jə̀-r̀lɔ̀ɲ-ɔ̀,j,ventive,dependent
jə̀-r̀lɛ̀ɲ-ì,j,itive,dependent
jə̀-r̀lɛ̀ɲ-í,j,ventive,perfective
j-à-ŕlɛ̀ɲ-ì,j,itive,perfective
j-á-r̀lɛ̀ɲ-í,j,ventive,imperfective
j-á-ŕlɔ̀ɲ-ɔ̀,j,itive,imperfective
ðə̀-r̀lɔ̀ɲ-ɔ̀,ð,ventive,dependent
ðə̀-r̀lɛ̀ɲ-ì,ð,itive,dependent
ðə̀-r̀lɛ̀ɲ-í,ð,ventive,perfective
ðə́-ŕlɔ́ɲ-ɔ́,ð,unmarked,infinitive
ð-à-ŕlɛ̀ɲ-ì,ð,itive,perfective
ð-á-r̀lɛ̀ɲ-í,ð,ventive,imperfective
ð-á-ŕlɔ̀ɲ-ɔ̀,ð,itive,imperfective
kə̀-r̀lɔ̀ɲ-ɔ̀,g,ventive,dependent
kə̀-r̀lɛ̀ɲ-ì,g,itive,dependent
kə̀-r̀lɛ̀ɲ-í,g,ventive,perfective
k-à-ŕlɛ̀ɲ-ì,g,itive,perfective
k-á-r̀lɛ̀ɲ-í,g,ventive,imperfective
k-á-ŕlɔ̀ɲ-ɔ̀,g,itive,imperfective
t̪ə̀-r̀lɔ̀ɲ-ɔ̀,t̪,ventive,dependent
t̪ə̀-r̀lɛ̀ɲ-ì,t̪,itive,dependent
t̪ə̀-r̀lɛ̀ɲ-í,t̪,ventive,perfective
t̪-à-ŕlɛ̀ɲ-ì,t̪,itive,perfective
t̪-á-r̀lɛ̀ɲ-í,t̪,ventive,imperfective
t̪-á-ŕlɔ̀ɲ-ɔ̀,t̪,itive,imperfective
uɽiðið,unmarked,unmarked,unmarked
ùɽìðìð-ɔ́,unmarked,ventive,imperative
úɽíðíð-í,unmarked,itive,imperative
r-ùɽìðìð-ɔ̀,r,ventive,dependent
r-ùɽìðìð-ì,r,itive,dependent
r-ùɽìðìð-í,r,ventive,perfective
r-à-úɽìðìð-ì,r,itive,perfective
r-á-ùɽìðìð-í,r,ventive,imperfective
r-á-úɽìðìð-ɔ̀,r,itive,imperfective
l-ùɽìðìð-ɔ̀,l,ventive,dependent
l-ùɽìðìð-ì,l,itive,dependent
l-ùɽìðìð-í,l,ventive,perfective
l-à-úɽìðìð-ì,l,itive,perfective
l-á-ùɽìðìð-í,l,ventive,imperfective
l-á-úɽìðìð-ɔ̀,l,itive,imperfective
ŋ-ùɽìðìð-ɔ̀,ŋ,ventive,dependent
ŋ-ùɽìðìð-ì,ŋ,itive,dependent
ŋ-ùɽìðìð-í,ŋ,ventive,perfective
ŋ-à-úɽìðìð-ì,ŋ,itive,perfective
ŋ-á-ùɽìðìð-í,ŋ,ventive,imperfective
ŋ-á-úɽìðìð-ɔ̀,ŋ,itive,imperfective
ɲ-ùɽìðìð-ɔ̀,ɲ,ventive,dependent
ɲ-ùɽìðìð-ì,ɲ,itive,dependent
ɲ-ùɽìðìð-í,ɲ,ventive,perfective
ɲ-à-úɽìðìð-ì,ɲ,itive,perfective
ɲ-á-ùɽìðìð-í,ɲ,ventive,imperfective
ɲ-á-úɽìðìð-ɔ̀,ɲ,itive,imperfective
n-ùɽìðìð-ɔ̀,n,ventive,dependent
n-ùɽìðìð-ì,n,itive,dependent
n-ùɽìðìð-í,n,ventive,perfective
n-à-úɽìðìð-ì,n,itive,perfective
n-á-ùɽìðìð-í,n,ventive,imperfective
n-á-úɽìðìð-ɔ̀,n,itive,imperfective
j-ùɽìðìð-ɔ̀,j,ventive,dependent
j-ùɽìðìð-ì,j,itive,dependent
j-ùɽìðìð-í,j,ventive,perfective
j-à-úɽìðìð-ì,j,itive,perfective
j-á-ùɽìðìð-í,j,ventive,imperfective
j-á-úɽìðìð-ɔ̀,j,itive,imperfective
ð-ùɽìðìð-ɔ̀,ð,ventive,dependent
ð-ùɽìðìð-ì,ð,itive,dependent
ð-ùɽìðìð-í,ð,ventive,perfective
ð-úɽíðíð-ɔ́,ð,unmarked,infinitive
ð-à-úɽìðìð-ì,ð,itive,perfective
ð-á-ùɽìðìð-í,ð,ventive,imperfective
ð-á-úɽìðìð-ɔ̀,ð,itive,imperfective
k-ùɽìðìð-ɔ̀,g,ventive,dependent
k-ùɽìðìð-ì,g,itive,dependent
k-ùɽìðìð-í,g,ventive,perfective
k-à-úɽìðìð-ì,g,itive,perfective
k-á-ùɽìðìð-í,g,ventive,imperfective
k-á-úɽìðìð-ɔ̀,g,itive,imperfective
t̪-ùɽìðìð-ɔ̀,t̪,ventive,dependent
t̪-ùɽìðìð-ì,t̪,itive,dependent
t̪-ùɽìðìð-í,t̪,ventive,perfective
t̪-à-úɽìðìð-ì,t̪,itive,perfective
t̪-á-ùɽìðìð-í,t̪,ventive,imperfective
t̪-á-úɽìðìð-ɔ̀,t̪,itive,imperfective
utið,unmarked,unmarked,unmarked
ùtìð-ɔ́,unmarked,ventive,imperative
útíð-í,unmarked,itive,imperative
r-ùtìð-ɔ̀,r,ventive,dependent
r-ùtìð-ì,r,itive,dependent
r-ùtìð-í,r,ventive,perfective
r-à-útìð-ì,r,itive,perfective
r-á-ùtìð-í,r,ventive,imperfective
r-á-útìð-ɔ̀,r,itive,imperfective
l-ùtìð-ɔ̀,l,ventive,dependent
l-ùtìð-ì,l,itive,dependent
l-ùtìð-í,l,ventive,perfective
l-à-útìð-ì,l,itive,perfective
l-á-ùtìð-í,l,ventive,imperfective
l-á-útìð-ɔ̀,l,itive,imperfective
ŋ-ùtìð-ɔ̀,ŋ,ventive,dependent
ŋ-ùtìð-ì,ŋ,itive,dependent
ŋ-ùtìð-í,ŋ,ventive,perfective
ŋ-à-útìð-ì,ŋ,itive,perfective
ŋ-á-ùtìð-í,ŋ,ventive,imperfective
ŋ-á-útìð-ɔ̀,ŋ,itive,imperfective
ɲ-ùtìð-ɔ̀,ɲ,ventive,dependent
ɲ-ùtìð-ì,ɲ,itive,dependent
ɲ-ùtìð-í,ɲ,ventive,perfective
ɲ-à-útìð-ì,ɲ,itive,perfective
ɲ-á-ùtìð-í,ɲ,ventive,imperfective
ɲ-á-útìð-ɔ̀,ɲ,itive,imperfective
n-ùtìð-ɔ̀,n,ventive,dependent
n-ùtìð-ì,n,itive,dependent
n-ùtìð-í,n,ventive,perfective
n-à-útìð-ì,n,itive,perfective
n-á-ùtìð-í,n,ventive,imperfective
n-á-útìð-ɔ̀,n,itive,imperfective
j-ùtìð-ɔ̀,j,ventive,dependent
j-ùtìð-ì,j,itive,dependent
j-ùtìð-í,j,ventive,perfective
j-à-útìð-ì,j,itive,perfective
j-á-ùtìð-í,j,ventive,imperfective
j-á-útìð-ɔ̀,j,itive,imperfective
ð-ùtìð-ɔ̀,ð,ventive,dependent
ð-ùtìð-ì,ð,itive,dependent
ð-ùtìð-í,ð,ventive,perfective
ð-útíð-ɔ́,ð,unmarked,infinitive
ð-à-útìð-ì,ð,itive,perfective
ð-á-ùtìð-í,ð,ventive,imperfective
ð-á-útìð-ɔ̀,ð,itive,imperfective
k-ùtìð-ɔ̀,g,ventive,dependent
k-ùtìð-ì,g,itive,dependent
k-ùtìð-í,g,ventive,perfective
k-à-útìð-ì,g,itive,perfective
k-á-ùtìð-í,g,ventive,imperfective
k-á-útìð-ɔ̀,g,itive,imperfective
t̪-ùtìð-ɔ̀,t̪,ventive,dependent
t̪-ùtìð-ì,t̪,itive,dependent
t̪-ùtìð-í,t̪,ventive,perfective
t̪-à-útìð-ì,t̪,itive,perfective
t̪-á-ùtìð-í,t̪,ventive,imperfective
t̪-á-útìð-ɔ̀,t̪,itive,imperfective
vəlɛc,unmarked,unmarked,unmarked
və̀lɔ̀c-ɔ́,unmarked,ventive,imperative
və́lɛ́c-í,unmarked,itive,imperative
rə̀-və̀lɔ̀c-ɔ̀,r,ventive,dependent
rə̀-və̀lɛ̀c-ì,r,itive,dependent
rə̀-və̀lɛ̀c-í,r,ventive,perfective
r-à-və́lɛ̀c-ì,r,itive,perfective
r-á-və̀lɛ̀c-í,r,ventive,imperfective
r-á-və́lɔ̀c-ɔ̀,r,itive,imperfective
lə̀-və̀lɔ̀c-ɔ̀,l,ventive,dependent
lə̀-və̀lɛ̀c-ì,l,itive,dependent
lə̀-və̀lɛ̀c-í,l,ventive,perfective
l-à-və́lɛ̀c-ì,l,itive,perfective
l-á-və̀lɛ̀c-í,l,ventive,imperfective
l-á-və́lɔ̀c-ɔ̀,l,itive,imperfective
ŋə̀-və̀lɔ̀c-ɔ̀,ŋ,ventive,dependent
ŋə̀-və̀lɛ̀c-ì,ŋ,itive,dependent
ŋə̀-və̀lɛ̀c-í,ŋ,ventive,perfective
ŋ-à-və́lɛ̀c-ì,ŋ,itive,perfective
ŋ-á-və̀lɛ̀c-í,ŋ,ventive,imperfective
ŋ-á-və́lɔ̀c-ɔ̀,ŋ,itive,imperfective
ɲə̀-və̀lɔ̀c-ɔ̀,ɲ,ventive,dependent
ɲə̀-və̀lɛ̀c-ì,ɲ,itive,dependent
ɲə̀-və̀lɛ̀c-í,ɲ,ventive,perfective
ɲ-à-və́lɛ̀c-ì,ɲ,itive,perfective
ɲ-á-və̀lɛ̀c-í,ɲ,ventive,imperfective
ɲ-á-və́lɔ̀c-ɔ̀,ɲ,itive,imperfective
nə̀-və̀lɔ̀c-ɔ̀,n,ventive,dependent
nə̀-və̀lɛ̀c-ì,n,itive,dependent
nə̀-və̀lɛ̀c-í,n,ventive,perfective
n-à-və́lɛ̀c-ì,n,itive,perfective
n-á-və̀lɛ̀c-í,n,ventive,imperfective
n-á-və́lɔ̀c-ɔ̀,n,itive,imperfective
jə̀-və̀lɔ̀c-ɔ̀,j,ventive,dependent
jə̀-və̀lɛ̀c-ì,j,itive,dependent
jə̀-və̀lɛ̀c-í,j,ventive,perfective
j-à-və́lɛ̀c-ì,j,itive,perfective
j-á-və̀lɛ̀c-í,j,ventive,imperfective
j-á-və́lɔ̀c-ɔ̀,j,itive,imperfective
ðə̀-və̀lɔ̀c-ɔ̀,ð,ventive,dependent
