form,class,deixis,tam
l-à-ámìɲ-ì,l,itive,perfective
l-á-àmìɲ-í,l,ventive,imperfective
l-á-ámìɲ-à,l,itive,imperfective
ŋ-àmìɲ-à,ŋ,ventive,dependent
ŋ-àmìɲ-ì,ŋ,itive,dependent
ŋ-àmìɲ-í,ŋ,ventive,perfective
ŋ-à-ámìɲ-ì,ŋ,itive,perfective
ŋ-á-àmìɲ-í,ŋ,ventive,imperfective
ŋ-á-ámìɲ-à,ŋ,itive,imperfective
ɲ-àmìɲ-à,ɲ,ventive,dependent
ɲ-àmìɲ-ì,ɲ,itive,dependent
ɲ-àmìɲ-í,ɲ,ventive,perfective
ɲ-à-ámìɲ-ì,ɲ,itive,perfective
ɲ-á-àmìɲ-í,ɲ,ventive,imperfective
ɲ-á-ámìɲ-à,ɲ,itive,imperfective
n-àmìɲ-à,n,ventive,dependent
n-àmìɲ-ì,n,itive,dependent
n-àmìɲ-í,n,ventive,perfective
n-à-ámìɲ-ì,n,itive,perfective
n-á-àmìɲ-í,n,ventive,imperfective
n-á-ámìɲ-à,n,itive,imperfective
j-àmìɲ-à,j,ventive,dependent
j-àmìɲ-ì,j,itive,dependent
j-àmìɲ-í,j,ventive,perfective
j-à-ámìɲ-ì,j,itive,perfective
j-á-àmìɲ-í,j,ventive,imperfective
j-á-ámìɲ-à,j,itive,imperfective
ð-àmìɲ-à,ð,ventive,dependent
ð-àmìɲ-ì,ð,itive,dependent
ð-àmìɲ-í,ð,ventive,perfective
ð-ámíɲ-á,ð,unmarked,infinitive
ð-à-ámìɲ-ì,ð,itive,perfective
ð-á-àmìɲ-í,ð,ventive,imperfective
ð-á-ámìɲ-à,ð,itive,imperfective
k-àmìɲ-à,g,ventive,dependent
k-àmìɲ-ì,g,itive,dependent
k-àmìɲ-í,g,ventive,perfective
k-à-ámìɲ-ì,g,itive,perfective
k-á-àmìɲ-í,g,ventive,imperfective
k-á-ámìɲ-à,g,itive,imperfective
t̪-àmìɲ-à,t̪,ventive,dependent
t̪-àmìɲ-ì,t̪,itive,dependent
t̪-àmìɲ-í,t̪,ventive,perfective
t̪-à-ámìɲ-ì,t̪,itive,perfective
t̪-á-àmìɲ-í,t̪,ventive,imperfective
t̪-á-ámìɲ-à,t̪,itive,imperfective
avəðac,unmarked,unmarked,unmarked
àvə̀ðàc-á,unmarked,ventive,imperative
ávə́ðác-í,unmarked,itive,imperative
r-àvə̀ðàc-à,r,ventive,dependent
r-àvə̀ðàc-ì,r,itive,dependent
r-àvə̀ðàc-í,r,ventive,perfective
r-à-ávə̀ðàc-ì,r,itive,perfective
r-á-àvə̀ðàc-í,r,ventive,imperfective
r-á-ávə̀ðàc-à,r,itive,imperfective
l-àvə̀ðàc-à,l,ventive,dependent
l-àvə̀ðàc-ì,l,itive,dependent
l-àvə̀ðàc-í,l,ventive,perfective
l-à-ávə̀ðàc-ì,l,itive,perfective
l-á-àvə̀ðàc-í,l,ventive,imperfective
l-á-ávə̀ðàc-à,l,itive,imperfective
ŋ-àvə̀ðàc-à,ŋ,ventive,dependent
ŋ-àvə̀ðàc-ì,ŋ,itive,dependent
ŋ-àvə̀ðàc-í,ŋ,ventive,perfective
ŋ-à-ávə̀ðàc-ì,ŋ,itive,perfective
ŋ-á-àvə̀ðàc-í,ŋ,ventive,imperfective
ŋ-á-ávə̀ðàc-à,ŋ,itive,imperfective
ɲ-àvə̀ðàc-à,ɲ,ventive,dependent
ɲ-àvə̀ðàc-ì,ɲ,itive,dependent
ɲ-àvə̀ðàc-í,ɲ,ventive,perfective
ɲ-à-ávə̀ðàc-ì,ɲ,itive,perfective
ɲ-á-àvə̀ðàc-í,ɲ,ventive,imperfective
ɲ-á-ávə̀ðàc-à,ɲ,itive,imperfective
n-àvə̀ðàc-à,n,ventive,dependent
n-àvə̀ðàc-ì,n,itive,dependent
n-àvə̀ðàc-í,n,ventive,perfective
n-à-ávə̀ðàc-ì,n,itive,perfective
n-á-àvə̀ðàc-í,n,ventive,imperfective
n-á-ávə̀ðàc-à,n,itive,imperfective
j-àvə̀ðàc-à,j,ventive,dependent
j-àvə̀ðàc-ì,j,itive,dependent
j-àvə̀ðàc-í,j,ventive,perfective
j-à-ávə̀ðàc-ì,j,itive,perfective
j-á-àvə̀ðàc-í,j,ventive,imperfective
j-á-ávə̀ðàc-à,j,itive,imperfective
ð-àvə̀ðàc-à,ð,ventive,dependent
ð-àvə̀ðàc-ì,ð,itive,dependent
ð-àvə̀ðàc-í,ð,ventive,perfective
ð-ávə́ðác-á,ð,unmarked,infinitive
ð-à-ávə̀ðàc-ì,ð,itive,perfective
ð-á-àvə̀ðàc-í,ð,ventive,imperfective
ð-á-ávə̀ðàc-à,ð,itive,imperfective
k-àvə̀ðàc-à,g,ventive,dependent
k-àvə̀ðàc-ì,g,itive,dependent
k-àvə̀ðàc-í,g,ventive,perfective
k-à-ávə̀ðàc-ì,g,itive,perfective
k-á-àvə̀ðàc-í,g,ventive,imperfective
k-á-ávə̀ðàc-à,g,itive,imperfective
t̪-àvə̀ðàc-à,t̪,ventive,dependent
t̪-àvə̀ðàc-ì,t̪,itive,dependent
t̪-àvə̀ðàc-í,t̪,ventive,perfective
t̪-à-ávə̀ðàc-ì,t̪,itive,perfective
t̪-á-àvə̀ðàc-í,t̪,ventive,imperfective
t̪-á-ávə̀ðàc-à,t̪,itive,imperfective
kaɾc,unmarked,unmarked,unmarked
kàɾc-á,unmarked,ventive,imperative
káɾc-í,unmarked,itive,imperative
rə̀-kàɾc-à,r,ventive,dependent
rə̀-kàɾc-ì,r,itive,dependent
rə̀-kàɾc-í,r,ventive,perfective
r-à-káɾc-ì,r,itive,perfective
r-á-kàɾc-í,r,ventive,imperfective
r-á-káɾc-à,r,itive,imperfective
lə̀-kàɾc-à,l,ventive,dependent
lə̀-kàɾc-ì,l,itive,dependent
lə̀-kàɾc-í,l,ventive,perfective
l-à-káɾc-ì,l,itive,perfective
l-á-kàɾc-í,l,ventive,imperfective
l-á-káɾc-à,l,itive,imperfective
ŋə̀-kàɾc-à,ŋ,ventive,dependent
ŋə̀-kàɾc-ì,ŋ,itive,dependent
ŋə̀-kàɾc-í,ŋ,ventive,perfective
ŋ-à-káɾc-ì,ŋ,itive,perfective
ŋ-á-kàɾc-í,ŋ,ventive,imperfective
ŋ-á-káɾc-à,ŋ,itive,imperfective
ɲə̀-kàɾc-à,ɲ,ventive,dependent
ɲə̀-kàɾc-ì,ɲ,itive,dependent
ɲə̀-kàɾc-í,ɲ,ventive,perfective
ɲ-à-káɾc-ì,ɲ,itive,perfective
ɲ-á-kàɾc-í,ɲ,ventive,imperfective
ɲ-á-káɾc-à,ɲ,itive,imperfective
nə̀-kàɾc-à,n,ventive,dependent
nə̀-kàɾc-ì,n,itive,dependent
nə̀-kàɾc-í,n,ventive,perfective
n-à-káɾc-ì,n,itive,perfective
n-á-kàɾc-í,n,ventive,imperfective
n-á-káɾc-à,n,itive,imperfective
jə̀-kàɾc-à,j,ventive,dependent
jə̀-kàɾc-ì,j,itive,dependent
jə̀-kàɾc-í,j,ventive,perfective
j-à-káɾc-ì,j,itive,perfective
j-á-kàɾc-í,j,ventive,imperfective
j-á-káɾc-à,j,itive,imperfective
ðə̀-kàɾc-à,ð,ventive,dependent
ðə̀-kàɾc-ì,ð,itive,dependent
ðə̀-kàɾc-í,ð,ventive,perfective
ðə́-káɾc-á,ð,unmarked,infinitive
ð-à-káɾc-ì,ð,itive,perfective
ð-á-kàɾc-í,ð,ventive,imperfective
ð-á-káɾc-à,ð,itive,imperfective
kə̀-kàɾc-à,g,ventive,dependent
kə̀-kàɾc-ì,g,itive,dependent
kə̀-kàɾc-í,g,ventive,perfective
k-à-káɾc-ì,g,itive,perfective
k-á-kàɾc-í,g,ventive,imperfective
k-á-káɾc-à,g,itive,imperfective
t̪ə̀-kàɾc-à,t̪,ventive,dependent
t̪ə̀-kàɾc-ì,t̪,itive,dependent
t̪ə̀-kàɾc-í,t̪,ventive,perfective
t̪-à-káɾc-ì,t̪,itive,perfective
t̪-á-kàɾc-í,t̪,ventive,imperfective
t̪-á-káɾc-à,t̪,itive,imperfective
lac,unmarked,unmarked,unmarked
làc-á,unmarked,ventive,imperative
lác-í,unmarked,itive,imperative
rə̀-làc-à,r,ventive,dependent
rə̀-làc-ì,r,itive,dependent
rə̀-làc-í,r,ventive,perfective
r-à-lác-ì,r,itive,perfective
r-á-làc-í,r,ventive,imperfective
r-á-lác-à,r,itive,imperfective
lə̀-làc-à,l,ventive,dependent
lə̀-làc-ì,l,itive,dependent
lə̀-làc-í,l,ventive,perfective
l-à-lác-ì,l,itive,perfective
l-á-làc-í,l,ventive,imperfective
l-á-lác-à,l,itive,imperfective
ŋə̀-làc-à,ŋ,ventive,dependent
ŋə̀-làc-ì,ŋ,itive,dependent
ŋə̀-làc-í,ŋ,ventive,perfective
ŋ-à-lác-ì,ŋ,itive,perfective
ŋ-á-làc-í,ŋ,ventive,imperfective
ŋ-á-lác-à,ŋ,itive,imperfective
ɲə̀-làc-à,ɲ,ventive,dependent
ɲə̀-làc-ì,ɲ,itive,dependent
ɲə̀-làc-í,ɲ,ventive,perfective
ɲ-à-lác-ì,ɲ,itive,perfective
ɲ-á-làc-í,ɲ,ventive,imperfective
ɲ-á-lác-à,ɲ,itive,imperfective
nə̀-làc-à,n,ventive,dependent
nə̀-làc-ì,n,itive,dependent
nə̀-làc-í,n,ventive,perfective
n-à-lác-ì,n,itive,perfective
n-á-làc-í,n,ventive,imperfective
n-á-lác-à,n,itive,imperfective
jə̀-làc-à,j,ventive,dependent
jə̀-làc-ì,j,itive,dependent
jə̀-làc-í,j,ventive,perfective
j-à-lác-ì,j,itive,perfective
j-á-làc-í,j,ventive,imperfective
j-á-lác-à,j,itive,imperfective
ðə̀-làc-à,ð,ventive,dependent
ðə̀-làc-ì,ð,itive,dependent
ðə̀-làc-í,ð,ventive,perfective
ðə́-lác-á,ð,unmarked,infinitive
ð-à-lác-ì,ð,itive,perfective
ð-á-làc-í,ð,ventive,imperfective
ð-á-lác-à,ð,itive,imperfective
kə̀-làc-à,g,ventive,dependent
kə̀-làc-ì,g,itive,dependent
kə̀-làc-í,g,ventive,perfective
k-à-lác-ì,g,itive,perfective
k-á-làc-í,g,ventive,imperfective
k-á-lác-à,g,itive,imperfective
t̪ə̀-làc-à,t̪,ventive,dependent
t̪ə̀-làc-ì,t̪,itive,dependent
t̪ə̀-làc-í,t̪,ventive,perfective
t̪-à-lác-ì,t̪,itive,perfective
t̪-á-làc-í,t̪,ventive,imperfective
t̪-á-lác-à,t̪,itive,imperfective
lɛŋc,unmarked,unmarked,unmarked
lɛ̀ŋc-á,unmarked,ventive,imperative
lɛ́ŋc-í,unmarked,itive,imperative
rə̀-lɛ̀ŋc-à,r,ventive,dependent
rə̀-lɛ̀ŋc-ì,r,itive,dependent
rə̀-lɛ̀ŋc-í,r,ventive,perfective
r-à-lɛ́ŋc-ì,r,itive,perfective
r-á-lɛ̀ŋc-í,r,ventive,imperfective
r-á-lɛ́ŋc-à,r,itive,imperfective
lə̀-lɛ̀ŋc-à,l,ventive,dependent
lə̀-lɛ̀ŋc-ì,l,itive,dependent
lə̀-lɛ̀ŋc-í,l,ventive,perfective
l-à-lɛ́ŋc-ì,l,itive,perfective
l-á-lɛ̀ŋc-í,l,ventive,imperfective
l-á-lɛ́ŋc-à,l,itive,imperfective
ŋə̀-lɛ̀ŋc-à,ŋ,ventive,dependent
ŋə̀-lɛ̀ŋc-ì,ŋ,itive,dependent
ŋə̀-lɛ̀ŋc-í,ŋ,ventive,perfective
ŋ-à-lɛ́ŋc-ì,ŋ,itive,perfective
ŋ-á-lɛ̀ŋc-í,ŋ,ventive,imperfective
ŋ-á-lɛ́ŋc-à,ŋ,itive,imperfective
ɲə̀-lɛ̀ŋc-à,ɲ,ventive,dependent
ɲə̀-lɛ̀ŋc-ì,ɲ,itive,dependent
ɲə̀-lɛ̀ŋc-í,ɲ,ventive,perfective
ɲ-à-lɛ́ŋc-ì,ɲ,itive,perfective
ɲ-á-lɛ̀ŋc-í,ɲ,ventive,imperfective
ɲ-á-lɛ́ŋc-à,ɲ,itive,imperfective
nə̀-lɛ̀ŋc-à,n,ventive,dependent
nə̀-lɛ̀ŋc-ì,n,itive,dependent
nə̀-lɛ̀ŋc-í,n,ventive,perfective
n-à-lɛ́ŋc-ì,n,itive,perfective
n-á-lɛ̀ŋc-í,n,ventive,imperfective
n-á-lɛ́ŋc-à,n,itive,imperfective
jə̀-lɛ̀ŋc-à,j,ventive,dependent
jə̀-lɛ̀ŋc-ì,j,itive,dependent
jə̀-lɛ̀ŋc-í,j,ventive,perfective
j-à-lɛ́ŋc-ì,j,itive,perfective
j-á-lɛ̀ŋc-í,j,ventive,imperfective
j-á-lɛ́ŋc-à,j,itive,imperfective
ðə̀-lɛ̀ŋc-à,ð,ventive,dependent
ðə̀-lɛ̀ŋc-ì,ð,itive,dependent
ðə̀-lɛ̀ŋc-í,ð,ventive,perfective
ðə́-lɛ́ŋc-á,ð,unmarked,infinitive
ð-à-lɛ́ŋc-ì,ð,itive,perfective
ð-á-lɛ̀ŋc-í,ð,ventive,imperfective
ð-á-lɛ́ŋc-à,ð,itive,imperfective
kə̀-lɛ̀ŋc-à,g,ventive,dependent
kə̀-lɛ̀ŋc-ì,g,itive,dependent
kə̀-lɛ̀ŋc-í,g,ventive,perfective
k-à-lɛ́ŋc-ì,g,itive,perfective
k-á-lɛ̀ŋc-í,g,ventive,imperfective
k-á-lɛ́ŋc-à,g,itive,imperfective
t̪ə̀-lɛ̀ŋc-à,t̪,ventive,dependent
t̪ə̀-lɛ̀ŋc-ì,t̪,itive,dependent
t̪ə̀-lɛ̀ŋc-í,t̪,ventive,perfective
t̪-à-lɛ́ŋc-ì,t̪,itive,perfective
t̪-á-lɛ̀ŋc-í,t̪,ventive,imperfective
t̪-á-lɛ́ŋc-à,t̪,itive,imperfective
ləvc,unmarked,unmarked,unmarked
lə̀vc-á,unmarked,ventive,imperative
lə́vc-í,unmarked,itive,imperative
rə̀-lə̀vc-à,r,ventive,dependent
rə̀-lə̀vc-ì,r,itive,dependent
rə̀-lə̀vc-í,r,ventive,perfective
r-à-lə́vc-ì,r,itive,perfective
r-á-lə̀vc-í,r,ventive,imperfective
r-á-lə́vc-à,r,itive,imperfective
lə̀-lə̀vc-à,l,ventive,dependent
lə̀-lə̀vc-ì,l,itive,dependent
lə̀-lə̀vc-í,l,ventive,perfective
l-à-lə́vc-ì,l,itive,perfective
l-á-lə̀vc-í,l,ventive,imperfective
l-á-lə́vc-à,l,itive,imperfective
ŋə̀-lə̀vc-à,ŋ,ventive,dependent
ŋə̀-lə̀vc-ì,ŋ,itive,dependent
ŋə̀-lə̀vc-í,ŋ,ventive,perfective
ŋ-à-lə́vc-ì,ŋ,itive,perfective
ŋ-á-lə̀vc-í,ŋ,ventive,imperfective
ŋ-á-lə́vc-à,ŋ,itive,imperfective
ɲə̀-lə̀vc-à,ɲ,ventive,dependent
ɲə̀-lə̀vc-ì,ɲ,itive,dependent
ɲə̀-lə̀vc-í,ɲ,ventive,perfective
ɲ-à-lə́vc-ì,ɲ,itive,perfective
ɲ-á-lə̀vc-í,ɲ,ventive,imperfective
ɲ-á-lə́vc-à,ɲ,itive,imperfective
nə̀-lə̀vc-à,n,ventive,dependent
nə̀-lə̀vc-ì,n,itive,dependent
nə̀-lə̀vc-í,n,ventive,perfective
n-à-lə́vc-ì,n,itive,perfective
n-á-lə̀vc-í,n,ventive,imperfective
n-á-lə́vc-à,n,itive,imperfective
jə̀-lə̀vc-à,j,ventive,dependent
jə̀-lə̀vc-ì,j,itive,dependent
jə̀-lə̀vc-í,j,ventive,perfective
j-à-lə́vc-ì,j,itive,perfective
j-á-lə̀vc-í,j,ventive,imperfective
j-á-lə́vc-à,j,itive,imperfective
ðə̀-lə̀vc-à,ð,ventive,dependent
ðə̀-lə̀vc-ì,ð,itive,dependent
ðə̀-lə̀vc-í,ð,ventive,perfective
ðə́-lə́vc-á,ð,unmarked,infinitive
ð-à-lə́vc-ì,ð,itive,perfective
ð-á-lə̀vc-í,ð,ventive,imperfective
ð-á-lə́vc-à,ð,itive,imperfective
kə̀-lə̀vc-à,g,ventive,dependent
kə̀-lə̀vc-ì,g,itive,dependent
kə̀-lə̀vc-í,g,ventive,perfective
k-à-lə́vc-ì,g,itive,perfective
k-á-lə̀vc-í,g,ventive,imperfective
k-á-lə́vc-à,g,itive,imperfective
t̪ə̀-lə̀vc-à,t̪,ventive,dependent
t̪ə̀-lə̀vc-ì,t̪,itive,dependent
t̪ə̀-lə̀vc-í,t̪,ventive,perfective
t̪-à-lə́vc-ì,t̪,itive,perfective
t̪-á-lə̀vc-í,t̪,ventive,imperfective
t̪-á-lə́vc-à,t̪,itive,imperfective
ŋatc,unmarked,unmarked,unmarked
ŋàtc-á,unmarked,ventive,imperative
ŋátc-í,unmarked,itive,imperative
rə̀-ŋàtc-à,r,ventive,dependent
rə̀-ŋàtc-ì,r,itive,dependent
rə̀-ŋàtc-í,r,ventive,perfective
r-à-ŋátc-ì,r,itive,perfective
r-á-ŋàtc-í,r,ventive,imperfective
r-á-ŋátc-à,r,itive,imperfective
lə̀-ŋàtc-à,l,ventive,dependent
lə̀-ŋàtc-ì,l,itive,dependent
lə̀-ŋàtc-í,l,ventive,perfective
l-à-ŋátc-ì,l,itive,perfective
l-á-ŋàtc-í,l,ventive,imperfective
l-á-ŋátc-à,l,itive,imperfective
ŋə̀-ŋàtc-à,ŋ,ventive,dependent
ŋə̀-ŋàtc-ì,ŋ,itive,dependent
ŋə̀-ŋàtc-í,ŋ,ventive,perfective
ŋ-à-ŋátc-ì,ŋ,itive,perfective
ŋ-á-ŋàtc-í,ŋ,ventive,imperfective
ŋ-á-ŋátc-à,ŋ,itive,imperfective
ɲə̀-ŋàtc-à,ɲ,ventive,dependent
ɲə̀-ŋàtc-ì,ɲ,itive,dependent
ɲə̀-ŋàtc-í,ɲ,ventive,perfective
ɲ-à-ŋátc-ì,ɲ,itive,perfective
ɲ-á-ŋàtc-í,ɲ,ventive,imperfective
ɲ-á-ŋátc-à,ɲ,itive,imperfective
nə̀-ŋàtc-à,n,ventive,dependent
nə̀-ŋàtc-ì,n,itive,dependent
nə̀-ŋàtc-í,n,ventive,perfective
n-à-ŋátc-ì,n,itive,perfective
n-á-ŋàtc-í,n,ventive,imperfective
n-á-ŋátc-à,n,itive,imperfective
jə̀-ŋàtc-à,j,ventive,dependent
jə̀-ŋàtc-ì,j,itive,dependent
jə̀-ŋàtc-í,j,ventive,perfective
j-à-ŋátc-ì,j,itive,perfective
j-á-ŋàtc-í,j,ventive,imperfective
j-á-ŋátc-à,j,itive,imperfective
ðə̀-ŋàtc-à,ð,ventive,dependent
ðə̀-ŋàtc-ì,ð,itive,dependent
ðə̀-ŋàtc-í,ð,ventive,perfective
ðə́-ŋátc-á,ð,unmarked,infinitive
ð-à-ŋátc-ì,ð,itive,perfective
ð-á-ŋàtc-í,ð,ventive,imperfective
ð-á-ŋátc-à,ð,itive,imperfective
kə̀-ŋàtc-à,g,ventive,dependent
kə̀-ŋàtc-ì,g,itive,dependent
kə̀-ŋàtc-í,g,ventive,perfective
k-à-ŋátc-ì,g,itive,perfective
k-á-ŋàtc-í,g,ventive,imperfective
k-á-ŋátc-à,g,itive,imperfective
t̪ə̀-ŋàtc-à,t̪,ventive,dependent
t̪ə̀-ŋàtc-ì,t̪,itive,dependent
t̪ə̀-ŋàtc-í,t̪,ventive,perfective
t̪-à-ŋátc-ì,t̪,itive,perfective
t̪-á-ŋàtc-í,t̪,ventive,imperfective
t̪-á-ŋátc-à,t̪,itive,imperfective
ɔɽɟɛc,unmarked,unmarked,unmarked
ɔ̀ɽɟɛ̀c-á,unmarked,ventive,imperative
ɔ́ɽɟɛ́c-í,unmarked,itive,imperative
r-ɔ̀ɽɟɛ̀c-à,r,ventive,dependent
r-ɔ̀ɽɟɛ̀c-ì,r,itive,dependent
r-ɔ̀ɽɟɛ̀c-í,r,ventive,perfective
r-à-ɔ́ɽɟɛ̀c-ì,r,itive,perfective
r-á-ɔ̀ɽɟɛ̀c-í,r,ventive,imperfective
r-á-ɔ́ɽɟɛ̀c-à,r,itive,imperfective
l-ɔ̀ɽɟɛ̀c-à,l,ventive,dependent
l-ɔ̀ɽɟɛ̀c-ì,l,itive,dependent
l-ɔ̀ɽɟɛ̀c-í,l,ventive,perfective
l-à-ɔ́ɽɟɛ̀c-ì,l,itive,perfective
l-á-ɔ̀ɽɟɛ̀c-í,l,ventive,imperfective
l-á-ɔ́ɽɟɛ̀c-à,l,itive,imperfective
ŋ-ɔ̀ɽɟɛ̀c-à,ŋ,ventive,dependent
ŋ-ɔ̀ɽɟɛ̀c-ì,ŋ,itive,dependent
ŋ-ɔ̀ɽɟɛ̀c-í,ŋ,ventive,perfective
ŋ-à-ɔ́ɽɟɛ̀c-ì,ŋ,itive,perfective
ŋ-á-ɔ̀ɽɟɛ̀c-í,ŋ,ventive,imperfective
ŋ-á-ɔ́ɽɟɛ̀c-à,ŋ,itive,imperfective
ɲ-ɔ̀ɽɟɛ̀c-à,ɲ,ventive,dependent
ɲ-ɔ̀ɽɟɛ̀c-ì,ɲ,itive,dependent
ɲ-ɔ̀ɽɟɛ̀c-í,ɲ,ventive,perfective
ɲ-à-ɔ́ɽɟɛ̀c-ì,ɲ,itive,perfective
ɲ-á-ɔ̀ɽɟɛ̀c-í,ɲ,ventive,imperfective
ɲ-á-ɔ́ɽɟɛ̀c-à,ɲ,itive,imperfective
n-ɔ̀ɽɟɛ̀c-à,n,ventive,dependent
n-ɔ̀ɽɟɛ̀c-ì,n,itive,dependent
n-ɔ̀ɽɟɛ̀c-í,n,ventive,perfective
n-à-ɔ́ɽɟɛ̀c-ì,n,itive,perfective
n-á-ɔ̀ɽɟɛ̀c-í,n,ventive,imperfective
n-á-ɔ́ɽɟɛ̀c-à,n,itive,imperfective
j-ɔ̀ɽɟɛ̀c-à,j,ventive,dependent
j-ɔ̀ɽɟɛ̀c-ì,j,itive,dependent
j-ɔ̀ɽɟɛ̀c-í,j,ventive,perfective
j-à-ɔ́ɽɟɛ̀c-ì,j,itive,perfective
j-á-ɔ̀ɽɟɛ̀c-í,j,ventive,imperfective
j-á-ɔ́ɽɟɛ̀c-à,j,itive,imperfective
ð-ɔ̀ɽɟɛ̀c-à,ð,ventive,dependent
ð-ɔ̀ɽɟɛ̀c-ì,ð,itive,dependent
ð-ɔ̀ɽɟɛ̀c-í,ð,ventive,perfective
ð-ɔ́ɽɟɛ́c-á,ð,unmarked,infinitive
ð-à-ɔ́ɽɟɛ̀c-ì,ð,itive,perfective
ð-á-ɔ̀ɽɟɛ̀c-í,ð,ventive,imperfective
ð-á-ɔ́ɽɟɛ̀c-à,ð,itive,imperfective
k-ɔ̀ɽɟɛ̀c-à,g,ventive,dependent
k-ɔ̀ɽɟɛ̀c-ì,g,itive,dependent
k-ɔ̀ɽɟɛ̀c-í,g,ventive,perfective
k-à-ɔ́ɽɟɛ̀c-ì,g,itive,perfective
k-á-ɔ̀ɽɟɛ̀c-í,g,ventive,imperfective
k-á-ɔ́ɽɟɛ̀c-à,g,itive,imperfective
t̪-ɔ̀ɽɟɛ̀c-à,t̪,ventive,dependent
t̪-ɔ̀ɽɟɛ̀c-ì,t̪,itive,dependent
t̪-ɔ̀ɽɟɛ̀c-í,t̪,ventive,perfective
t̪-à-ɔ́ɽɟɛ̀c-ì,t̪,itive,perfective
t̪-á-ɔ̀ɽɟɛ̀c-í,t̪,ventive,imperfective
t̪-á-ɔ́ɽɟɛ̀c-à,t̪,itive,imperfective
uɽc,unmarked,unmarked,unmarked
ùɽc-á,unmarked,ventive,imperative
úɽc-í,unmarked,itive,imperative
r-ùɽc-à,r,ventive,dependent
r-ùɽc-ì,r,itive,dependent
r-ùɽc-í,r,ventive,perfective
r-à-úɽc-ì,r,itive,perfective
r-á-ùɽc-í,r,ventive,imperfective
r-á-úɽc-à,r,itive,imperfective
l-ùɽc-à,l,ventive,dependent
l-ùɽc-ì,l,itive,dependent
l-ùɽc-í,l,ventive,perfective
l-à-úɽc-ì,l,itive,perfective
l-á-ùɽc-í,l,ventive,imperfective
l-á-úɽc-à,l,itive,imperfective
ŋ-ùɽc-à,ŋ,ventive,dependent
ŋ-ùɽc-ì,ŋ,itive,dependent
ŋ-ùɽc-í,ŋ,ventive,perfective
ŋ-à-úɽc-ì,ŋ,itive,perfective
ŋ-á-ùɽc-í,ŋ,ventive,imperfective
ŋ-á-úɽc-à,ŋ,itive,imperfective
ɲ-ùɽc-à,ɲ,ventive,dependent
ɲ-ùɽc-ì,ɲ,itive,dependent
ɲ-ùɽc-í,ɲ,ventive,perfective
ɲ-à-úɽc-ì,ɲ,itive,perfective
ɲ-á-ùɽc-í,ɲ,ventive,imperfective
ɲ-á-úɽc-à,ɲ,itive,imperfective
n-ùɽc-à,n,ventive,dependent
n-ùɽc-ì,n,itive,dependent
n-ùɽc-í,n,ventive,perfective
n-à-úɽc-ì,n,itive,perfective
n-á-ùɽc-í,n,ventive,imperfective
n-á-úɽc-à,n,itive,imperfective
j-ùɽc-à,j,ventive,dependent
j-ùɽc-ì,j,itive,dependent
j-ùɽc-í,j,ventive,perfective
j-à-úɽc-ì,j,itive,perfective
j-á-ùɽc-í,j,ventive,imperfective
j-á-úɽc-à,j,itive,imperfective
ð-ùɽc-à,ð,ventive,dependent
ð-ùɽc-ì,ð,itive,dependent
ð-ùɽc-í,ð,ventive,perfective
ð-úɽc-á,ð,unmarked,infinitive
ð-à-úɽc-ì,ð,itive,perfective
ð-á-ùɽc-í,ð,ventive,imperfective
ð-á-úɽc-à,ð,itive,imperfective
k-ùɽc-à,g,ventive,dependent
k-ùɽc-ì,g,itive,dependent
k-ùɽc-í,g,ventive,perfective
k-à-úɽc-ì,g,itive,perfective
k-á-ùɽc-í,g,ventive,imperfective
k-á-úɽc-à,g,itive,imperfective
t̪-ùɽc-à,t̪,ventive,dependent
t̪-ùɽc-ì,t̪,itive,dependent
t̪-ùɽc-í,t̪,ventive,perfective
t̪-à-úɽc-ì,t̪,itive,perfective
t̪-á-ùɽc-í,t̪,ventive,imperfective
t̪-á-úɽc-à,t̪,itive,imperfective
ɲɛlac,unmarked,unmarked,unmarked
ɲɛ̀làc-á,unmarked,ventive,imperative
ɲɛ́lác-í,unmarked,itive,imperative
rə̀-ɲɛ̀làc-à,r,ventive,dependent
rə̀-ɲɛ̀làc-ì,r,itive,dependent
rə̀-ɲɛ̀làc-í,r,ventive,perfective
r-à-ɲɛ́làc-ì,r,itive,perfective
r-á-ɲɛ̀làc-í,r,ventive,imperfective
r-á-ɲɛ́làc-à,r,itive,imperfective
lə̀-ɲɛ̀làc-à,l,ventive,dependent
lə̀-ɲɛ̀làc-ì,l,itive,dependent
lə̀-ɲɛ̀làc-í,l,ventive,perfective
l-à-ɲɛ́làc-ì,l,itive,perfective
l-á-ɲɛ̀làc-í,l,ventive,imperfective
l-á-ɲɛ́làc-à,l,itive,imperfective
ŋə̀-ɲɛ̀làc-à,ŋ,ventive,dependent
ŋə̀-ɲɛ̀làc-ì,ŋ,itive,dependent
ŋə̀-ɲɛ̀làc-í,ŋ,ventive,perfective
ŋ-à-ɲɛ́làc-ì,ŋ,itive,perfective
ŋ-á-ɲɛ̀làc-í,ŋ,ventive,imperfective
ŋ-á-ɲɛ́làc-à,ŋ,itive,imperfective
ɲə̀-ɲɛ̀làc-à,ɲ,ventive,dependent
ɲə̀-ɲɛ̀làc-ì,ɲ,itive,dependent
ɲə̀-ɲɛ̀làc-í,ɲ,ventive,perfective
ɲ-à-ɲɛ́làc-ì,ɲ,itive,perfective
